Foreign_or_Domestic,IMDB_score,Netflix_Original,TV_or_Movie,date,genre,language,title,year
,,Netflix Original,movie ,03/09/2020,Comedy,French,Fary : Hexagone ,
,7.3,,movie ,03/09/2020,Family,English,Go Karts (Go!),2020
,8.4,,movie ,03/09/2020,Drama,English,JUSTINE,2018
,8.2,Netflix Original,movie ,03/09/2020,"Action, Drama, Horror, Thriller",Korean,Kingdom,
,6.3,Netflix Original,movie ,03/09/2020,"Drama, Mystery, Thriller",English,Lost Girls,2020
,8.2,,movie ,03/09/2020,"Drama, Crime",Turkish,Miracle in Cell No. 7 ,2013
,8.1,Netflix Original,movie ,03/09/2020,"Crime, Drama, Mystery, Thriller",Icelandic,The Valhalla Murders,
,8.1,Netflix Original,movie ,03/09/2020,"Documentary, Crime",English,Dirty Money,
,7.0,,movie ,03/09/2020,"Crime, Drama, Thriller",English,Last Ferry,2019
,8.1,Netflix Original,movie ,03/09/2020,Comedy,English,On My Block,
,6.6,,movie ,03/09/2020,Documentary,English,Q Ball,2019
,,,movie ,03/09/2020,Documentary,English,The Animal People ,2010
,,Netflix Original,movie ,03/09/2020,Reality TV,Portuguese,The Circle Brazil,
,,Netflix Original,movie ,03/09/2020,Animation,English,Carmen Sandiego: To Steal or Not to Steal ,2020
,,Netflix Original,movie ,03/09/2020,Comedy,English,Marc Maron: End Times Fun ,2020
,,Netflix Original,movie ,03/09/2020,"Animation, Short",English,Sitara: Let Girls Dream ,2019
foreign,,,movie ,03/02/2020,"Nollywood, Comedy",Yoruba,Alakada Reloaded ,2017
foreign,,,movie ,03/02/2020,"Nollywood, Romantic, Drama",English,All About Love ,2017
foreign,,Netflix Original,movie ,03/02/2020,Thriller,Hindi,Guilty,2020
foreign,7.0,Netflix Original,movie ,03/02/2020,"Drama, Romance",French,I Am Jonas,2018
foreign,7.3,,movie ,03/02/2020,"Documentary, Biography, Music",English,Miles Davis: Birth of the Cool,2019
foreign,7.0,Netflix Original,movie ,03/02/2020,"Animation, Comedy, Crime",English,Paradise PD,
foreign,,Netflix Original,movie ,03/02/2020,"Crime, Drama, Mystery, Thriller",English,Spenser Confidential,2020
foreign,7.0,Netflix Original,movie ,03/02/2020,"Action, Fantasy, Sci-Fi",Turkish,The Protector,
foreign,5.2,Netflix Original,movie ,03/02/2020,"Crime, Drama, Mystery, Thriller",Spanish,Twin Murders: the Silence of the White City (El silencio de la ciudad blanca) ,2019
foreign,7.8,Netflix Original,movie ,03/02/2020,Documentary,English,Ugly Delicious,
foreign,6.2,,movie ,03/02/2020,Drama,English,93 Days ,2016
foreign,7.5,,movie ,03/02/2020,"Action, Drama",Telugu,Angu Vaikuntapurathu (Malayalam) (Ala Vaikunthapurramuloo) ,2020
foreign,8.1,Netflix Original,movie ,03/02/2020,"Animation, Action, Adventure, Fantasy, Horror",English,Castlevania,
foreign,5.7,Netflix Original,movie ,03/02/2020,Reality-TV,English,Love is Blind,
foreign,,Netflix Original,movie ,03/02/2020,Animation,No Dialogue,Mighty Little Bheem: Festival of Colors ,
foreign,,,movie ,03/02/2020,Animation,English,Power Players,
foreign,5.7,Netflix Original,movie ,03/02/2020,"Documentary, Crime",English,The Investigator: A British Crime Story ,
foreign,6.0,,movie ,03/02/2020,Comedy,Thai,Tootsies & The Fake ,2019
foreign,6.7,,movie ,03/02/2020,Drama,Romanian,Aurora ,2010
foreign,7.1,,movie ,03/02/2020,Documentary,English,Lil Peep: Everybody's Everything ,2019
foreign,8.0,,movie ,03/02/2020,Drama,Romanian,The Death of Mr. Lazarescu ,2005
foreign,8.2,,movie ,03/02/2020,"Adventure, Drama, Romance",Spanish,Velvet,
foreign,6.4,,movie ,03/02/2020,"Comedy, Romance",English,Always a Bridesmaid ,2019
foreign,6.7,,movie ,03/02/2020,"Drama, Mystery, Sci-Fi, Thriller",English,Freaks,2018
foreign,8.2,,movie ,03/02/2020,Drama,English,Freshman Year ,2019
foreign,,,movie ,03/02/2020,"Comedy, Kids",Portuguese,Luccas Neto in: The End of Christmas,2019
foreign,,Netflix Original,movie ,03/02/2020,Comedy,English,Taylor Tomlinson: Quarter-Life Crisis,2020
foreign,,,movie ,03/02/2020,Drama,Tamil,The Last Bomb of the Second World War ,2019
foreign,,,movie ,03/02/2020,Thriller,English,Uncovered ,2019
foreign,6.3,,movie ,03/02/2020,"Drama, History, Romance",English,W.E.,2011
 ,7.9,,series,02/24/2020,"Animation, Action, Comedy, Crime, Drama, Fantasy, Horror, Romance, Thriller",English,Akama ga Kill!,
 ,6.9,,series,02/24/2020,"Drama, Sport",English,Any Given ,1999
 ,8.4,Netflix Original,series,02/24/2020,"Crime, Drama, Thriller",German,Babylon Berlin,
 ,7.6,,series,02/24/2020,"Documentary, Biography, Sport",English,Beyond the Mat,1999
 ,6.5,,series,02/24/2020,"Comedy, Drama, Music",Hindi,Bhangra Paa Le,2020
 ,4.5,,series,02/24/2020,Drama,English,Change in the Air,2018
 ,5.6,,series,02/24/2020,"Action, Comedy, Crime, Thriller",English,Cop Out,2010
 ,7.3,,series,02/24/2020,"Animation, Drama, Family, Fantasy, Musical, Romance",English,Corpse Bride,2005
 ,5.4,,series,02/24/2020,"Adventure, Comedy, Drama",English,Don Verdean,2015
 ,7.7,,series,02/24/2020,"Biography, Crime, Drama",English,Donnie Brasco,1997
 ,5.6,,series,02/24/2020,"Comedy, Romance",English,Failure to Launch,2006
 ,5.9,,series,02/24/2020,"Crime, Drama, Romance, Thriller",English,Frank & Lola,2016
 ,7.5,,series,02/24/2020,"Biography, Crime, Drama",English,Freedom Writers,2007
 ,5.8,,series,02/24/2020,"Comedy, Fantasy, Romance",English,Ghosts of Girlfriends Past,2009
 ,8.7,,series,02/24/2020,"Biography, Crime, Drama",English,GoodFellas,1990
 ,6.9,,series,02/24/2020,"Biography, Crime, Drama, Sport",English,Gridiron Gang,2006
 ,6.1,,series,02/24/2020,"Comedy, Crime, Drama",English,Harlem Nights,1989
 ,5.8,,series,02/24/2020,"Action, Drama, Thriller",English,Haywire,2011
 ,6.4,,series,02/24/2020,"Comedy, Drama, Romance",English,He's Just Not That Into You,2009
 ,6.8,,series,02/24/2020,"Adventure, Comedy, Family, Fantasy",English,Hook,1991
 ,7.5,,series,02/24/2020,"Drama, Family, Fantasy, Mystery",English,Hugo,2011
 ,6.3,,series,02/24/2020,"Action, Adventure, Comedy, Crime",English,Johnny English Reborn,2011
 ,7.2,,series,02/24/2020,"Animation, Action, Adventure, Comedy, Family, Fantasy",English,Kung Fu Panda 2,2011
 ,6.8,,series,02/24/2020,"Adventure, Comedy, Family, Fantasy",English,Lemony Snicket's A Series of Unfortunate Events ,2004
 ,6.5,,series,02/24/2020,"Comedy, Drama, Romance",English,Life as We Know It,2010
 ,5.7,,series,02/24/2020,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,Looney Tunes: Back in Action,2003
 ,5.5,,series,02/24/2020,"Action, Comedy, Crime, Romance, Thriller",English,Mo' Money,1992
 ,7.9,,series,02/24/2020,"Crime, Drama, Mystery, Thriller",English,Mystic River,2003
 ,5.5,,series,02/24/2020,"Comedy, Drama, Music",English,Ordinary World,2016
 ,6.6,,series,02/24/2020,"Action, Drama, Thriller",English,Outbreak ,1995
 ,,,series,02/24/2020,Music,English,"Pop, Lock 'n Roll",2017
 ,6.2,,series,02/24/2020,"Action, Horror, Sci-Fi, Thriller",English,Resident Evil: Apocalypse,2004
 ,6.3,,series,02/24/2020,"Action, Horror, Sci-Fi, Thriller",English,Resident Evil: Extinction,2007
 ,5.3,,series,02/24/2020,"Comedy, Family",English,Richie Rich,1994
 ,5.6,,series,02/24/2020,"Animation, Adventure, Comedy, Family, Fantasy, Musical",English,Rugrats Go Wild,2003
 ,5.8,,series,02/24/2020,"Comedy, Sport",English,Semi-Pro,2008
 ,5.3,,series,02/24/2020,"Comedy, Family, Romance",English,Sleepover,2004
 ,6.4,,series,02/24/2020,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi, Sport",English,Space Jam,1996
 ,,,series,02/24/2020,Kids,English,Sylvanian Families Mini Episodes Clover ,
 ,,,series,02/24/2020,Kids,English,Sylvanian Families: Everyone's Big Dream Flying in the Sky ,2019
 ,5.6,,series,02/24/2020,"Action, Comedy, Romance",English,The Bounty Hunter,2010
 ,7.0,,series,02/24/2020,"Drama, Mystery, Thriller",English,The Gift,2015
 ,6.5,,series,02/24/2020,"Action, Adventure, Comedy",English,The Interview,2014
 ,7.7,,series,02/24/2020,"Action, Drama, War",English,The Last Samurai,2003
 ,9.3,,series,02/24/2020,Drama,English,The Shawshank Redemption,1994
 ,7.9,,series,02/24/2020,"Adventure, History",English,The Story of God with Morgan Freeman,
 ,8.2,,series,02/24/2020,Drama,English,There Will Be Blood,2007
 ,8.4,Netflix Original,series,02/24/2020,"Animation, Family",N/A,Toot-Toot Cory Carson (Go! Go! Cory Carson) ,
 ,7.4,,series,02/24/2020,"Comedy, Drama, Romance",English,Tootsie,1982
 ,5.7,,series,02/24/2020,"Comedy, Romance",English,Valentine's Day,2010
 ,7.3,,series,02/24/2020,"Comedy, Drama, Romance",Spanish,Velvet Colección,
 ,6.4,,series,02/24/2020,"Thriller, Crime",Korean,Voice,
 ,,,series,02/24/2020,Documentary,French,Voulez-vous rire avec moi ce soir? ,2018
 ,7.3,,series,02/24/2020,"Documentary, Biography, Music",English,ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS ,2019
 ,8.0,,series,02/24/2020,"Comedy, Fantasy, Romance",English,Groundhog Day ,1993
 ,7.3,,series,02/24/2020,"Comedy, Drama, Romance, Sport",English,Jerry Maguire,1996
 ,7.5,,series,02/24/2020,"Horror, Mystery, Thriller",English,The Wicker Man,1973
 ,,Netflix Original,series,02/24/2020,"Drama, Romance",English,All The Bright Places,2020
 ,6.3,Netflix Original,series,02/24/2020,"Drama, Fantasy",Spanish,Always a Witch,
 ,,Netflix Original,series,02/24/2020,"Comedy, Special",Hindi,Amit Tandon: Family Tandoncies ,2020
 ,8.6,Netflix Original,series,02/24/2020,"Documentary, Sport",English,Formula 1: Drive to Survive,
 ,8.2,,series,02/24/2020,Game-Show,English,Jeopardy!,
 ,8.4,Netflix Original,series,02/24/2020,"Animation, Action, Adventure, Fantasy, Horror, Thriller",Japanese,JoJo's Bizarre Adventures,
 ,,Netflix Original,series,02/24/2020,Drama,English,Queen Sono,
 ,,Netflix Original,series,02/24/2020,Reality TV,English,Restaurants on the Edge ,
 ,6.0,Netflix Original,series,02/24/2020,"Crime, Drama, Thriller",Spanish,Toy Boy,
 ,,Netflix Original,series,02/24/2020,Drama,Spanish,Unstoppable,
 ,7.5,,series,02/24/2020,"Action, Drama",Telugu,Ala Vaikunthapurramuloo,2020
 ,8.1,Netflix Original,series,02/24/2020,"Action, Drama, Sci-Fi, Thriller",English,Altered Carbon,
 ,,Netflix Original,series,02/24/2020,Drama,Japanese,Followers,
 ,6.4,Netflix Original,series,02/24/2020,"Animation, Action, Family, Fantasy",English,Pokémon: Mewtwo Strikes Back - Evolution ,2019
 ,,,series,02/24/2020,Drama,Arabic,Six Windows in the Desert,
 ,6.4,,series,02/24/2020,"Animation, Adventure, Comedy, Family",English,The Angry Birds Movie 2,2019
 ,5.3,,series,02/24/2020,"Crime, Drama, Mystery, Thriller",English,The Watcher,2000
 ,4.8,,series,02/24/2020,Crime,English,Gbomo Gbomo Express,2015
 ,,Netflix Original,series,02/24/2020,Adventure,English,I Am Not Okay With This,
 ,6.5,,series,02/24/2020,"Comedy, Drama",Yoruba,Taxi Driver: Oko Ashewo,2015
 ,5.9,,series,02/24/2020,Drama,English,The Arbitration,2016
 ,,Netflix Original,series,02/24/2020,Documentary,English,The Trials of Gabriel Fernandez,
 ,4.7,,series,02/24/2020,Thriller,English,Every Time I Die ,2019
 ,,Netflix Original,series,02/24/2020,Comedy,English,Pete Davidson: Alive from New York ,2020
,5.6,,movie ,02/17/2020,"Drama, Fantasy, Sport",English,Full Count,2019
,4.8,,movie ,02/17/2020,Horror,English,Girl on the Third Floor,2019
,,Netflix Original,movie ,02/17/2020,"Korean, Romantic",Korean,"Hi Bye, Mama!",
,,,movie ,02/17/2020,Documentary,English,Unabomber - In His Own Words,
,5.0,,movie ,02/17/2020,"Comedy, Fantasy",English,A Haunted House ,2013
,,Netflix Original,movie ,02/17/2020,Documentary,English,Babies,
,,Netflix Original,movie ,02/17/2020,Comedy,English,Gentefied,
,,Netflix Original,movie ,02/17/2020,Animation,English,Glitch Techs,
,,Netflix Original,movie ,02/17/2020,"Crime, Argentinian, Thriller",Spanish,Puerta 7 ,
,,Netflix Original,movie ,02/17/2020,Drama,German,System Crasher,2020
,6.4,,movie ,02/17/2020,"Mystery, Thriller",Hindi,The Body,2019
,5.4,Netflix Original,movie ,02/17/2020,"Crime, Drama, Mystery, Thriller",English,The Last Thing He Wanted,2020
,,Netflix Original,movie ,02/17/2020,"Bollywood, Drama",Hindi,Yeh Ballet,2020
,6.9,,movie ,02/17/2020,"Action, Adventure, Drama",Spanish,El Dragón: Return of a Warrior ,
,,Netflix Original,movie ,02/17/2020,"Fantasy, Thriller",Portuguese,Spectros,
,8.9,,movie ,02/17/2020,Documentary,Romanian,Untamed Romania,2018
,5.0,,movie ,02/17/2020,Musical,Afrikaans,Pretville,2012
,8.2,Netflix Original,movie ,02/17/2020,Documentary,English,The Chef Show,
 ,7.0,,series,02/10/2020,"Animation, Comedy, Family, Fantasy",English,DreamWorks Shrek's Swamp Stories ,
 ,,,series,02/10/2020,"Comedy, Romantic",English,Love Dot Com: The Social Experiment ,2019
 ,9.3,,series,02/10/2020,Drama,English,Rich Kids ,2018
 ,,Netflix Original,series,02/10/2020,"Kids, Sitcom",English,The Expanding Universe of Ashley Garcia ,
 ,5.3,,series,02/10/2020,"Drama, Romance",English,By The Sea,2015
 ,5.4,,series,02/10/2020,Drama,English,Miss Virginia,2019
 ,6.3,,series,02/10/2020,"Action, Comedy, Romance",English,MR. RIGHT,2015
 ,7.6,,series,02/10/2020,Comedy,English,On the Real,
 ,5.5,,series,02/10/2020,"Crime, Drama, Thriller",English,Term Life,2016
 ,4.8,,series,02/10/2020,"Horror, Mystery, Thriller",English,The Forest,2016
 ,5.9,,series,02/10/2020,"Biography, Comedy, Drama, Reality-TV",English,Braxton Family Values,
 ,7.8,,series,02/10/2020,"Comedy, Drama",English,Guess Who's Coming to Dinner ,1967
 ,5.7,,series,02/10/2020,"Animation, Fantasy",English,Monster High: Electrified ,2017
 ,5.6,,series,02/10/2020,Comedy,English,A Bad Moms Christmas,2017
 ,7.0,Netflix Original,series,02/10/2020,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,A Shaun the Sheep Movie: Farmageddon ,2019
 ,7.8,Netflix Original,series,02/10/2020,Drama,Spanish,Cable Girls (Las Chicas del Cable) ,
 ,,,series,02/10/2020,"Court, Drama",English,Castle and Castle,
 ,8.4,,series,02/10/2020,"Drama, Romance",Tagalog,Cuddle Weather,2019
 ,,Netflix Original,series,02/10/2020,"Short, Drama",German,Isi & Ossi,2020
 ,6.6,,series,02/10/2020,Musical,Afrikaans,Liefling,2010
 ,6.0,,series,02/10/2020,"Action, Drama, History, War",Hindi,Panipat - The Great Betrayal ,2019
 ,,Netflix Original,series,02/10/2020,"Romantic, Drama, Comedy",Hindi,Taj Mahal 1989,
 ,7.0,,series,02/10/2020,"Action, Thriller",English,The Foreigner ,2017
 ,,,series,02/10/2020,"Drama, Nollywood",English,The Ghost and the Tout,2018
 ,4.2,Netflix Original,series,02/10/2020,"Animation, Adventure, Family",Japanese,Dragon Quest Your Story ,2019
 ,,Netflix Original,series,02/10/2020,"Drama, Romance",English,Love Is Blind ,
 ,8.4,Netflix Original,series,02/10/2020,"Crime, Drama",English,Narcos: Mexico ,
 ,,,series,02/10/2020,"Reality, Mexican",Spanish,Palazuelos mi rey,
 ,6.0,,series,02/10/2020,"Crime, International",N/A,Sleepless Society: Insomnia,
 ,6.6,,series,02/10/2020,"Drama, Romance",English,Anna Karenina ,2012
 ,,Netflix Original,series,02/10/2020,Animation,English,Captain Underpants Epic Choice-o-Rama ,2020
 ,6.5,,series,02/10/2020,"Short, Drama",Polish,Fanatyk ,2017
 ,,,series,02/10/2020,Romance,English,French Toast,2015
 ,7.3,,series,02/10/2020,"Crime, Drama, Thriller",English,Good Time ,2017
 ,8.3,,series,02/10/2020,"Comedy, Drama, Romance",English,Last Tango in Halifax ,
 ,,,series,02/10/2020,Drama,Indonesian,Love for Sale 2 ,2019
 ,,Netflix Original,series,02/10/2020,Documentary,English,Road to Roma,2020
 ,4.5,,series,02/10/2020,"Action, Sci-Fi, Thriller",English,The Recall,2017
 ,,Netflix Original,series,02/10/2020,"Drama, Romance",English,To All the Boys: P.S. I Still Love You,2020
 ,7.9,,series,02/10/2020,"Animation, Adventure, Comedy, Family, Fantasy",English,We Bare Bears,
 ,8.7,,series,02/03/2020,"Crime, Drama",English,Better Call Saul,
 ,4.3,,series,02/03/2020,Drama,English,Fronteras,2018
 ,5.1,,series,02/03/2020,"Drama, Horror, Thriller",English,Polaroid,2019
 ,6.3,Netflix Original,series,02/03/2020,Thriller,English,The Coldest Game,2018
 ,7.5,,series,02/03/2020,Drama,Malayalam,Thottappan ,2019
 ,,,series,02/03/2020,Drama,Akan,Azali ,2018
 ,7.4,Netflix Original,series,02/03/2020,"Animation, Short, Adventure, Comedy",English,Dragons: Rescue Riders ,
 ,,,series,02/03/2020,"Drama, Romance",English,Fifty: The Series ,
 ,6.0,Netflix Original,series,02/03/2020,Drama,English,Horse Girl ,2020
 ,8.5,Netflix Original,series,02/03/2020,"Drama, Fantasy, Horror, Thriller",English,Locke & Key ,
 ,,Netflix Original,series,02/03/2020,N/A,Korean,My Holo Love ,
 ,6.2,,series,02/03/2020,"Action, Drama, Western",English,The Ballad of Lefty Brown ,2017
 ,,,series,02/03/2020,History,English,Who Killed Malcolm X? ,
 ,,Netflix Original,series,02/03/2020,Anime,Japanese,Cagaster of an Insect Cage ,
 ,4.7,,series,02/03/2020,Drama,English,Desolate ,2018
 ,8.9,,series,02/03/2020,"Documentary, Adventure, Drama",English,Gardeners of Eden ,2014
 ,,,series,02/03/2020,Documentary,English,#cats_the_mewvie,2020
 ,7.6,,series,02/03/2020,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",English,Arrow ,
 ,,Netflix Original,series,02/03/2020,Documentary,English,The Pharmacist ,
 ,7.7,,series,02/03/2020,N/A,English,They've Gotta Have Us,
 ,,,series,02/03/2020,Documentary,English,Uppity: The Willy T. Ribbs Story,2020
 ,4.2,,series,02/03/2020,Fantasy,English,Dragonheart: Vengeance ,2020
 ,6.7,,series,02/03/2020,"Comedy, Romance",English,"Faith, Hope & Love",2019
 ,,,series,02/03/2020,Documentary,English,She Did That ,2019
 ,,Netflix Original,series,02/03/2020,"Stand-up, Special",English,Tom Papa: You're Doing Great!,2020
 ,5.9,Netflix Original,series,01/27/2020,Comedy,English,Team Kaylie,
 ,7.4,,series,01/27/2020,"Action, Thriller",Tamil,Thambi,2019
 ,,Netflix Original,series,01/27/2020,"Spanish Films, Dramas, International Dramas, Thrillers",Spanish,The Silent War,2020
 ,7.7,,series,01/27/2020,"Drama, Family, Fantasy",English,A Little Princess ,1995
 ,5.2,,series,01/27/2020,"Crime, Drama, Horror, Mystery",English,A Nightmare on Elm Street ,2010
 ,6.8,,series,01/27/2020,"Biography, Drama, Sport",English,Ali,2001
 ,7.4,,series,01/27/2020,"Adventure, Comedy, Sci-Fi, Western",English,Back to the Future Part III,1990
 ,8.2,,series,01/27/2020,"Action, Adventure",English,Batman Begins,2005
 ,8.1,,series,01/27/2020,"Action, Sci-Fi, Thriller",English,Blade Runner: The Final Cut ,1982
 ,5.4,,series,01/27/2020,"Comedy, Romance",English,Booty Call ,1997
 ,5.1,,series,01/27/2020,"Comedy, Drama",English,Chronically Metropolitan ,2016
 ,6.1,,series,01/27/2020,Comedy,English,Class Act ,1992
 ,6.8,,series,01/27/2020,"Comedy, Drama",English,Cookie's Fortune ,1999
 ,3.5,,series,01/27/2020,"Action, Comedy, Music",English,Dance Flick ,2009
 ,6.3,,series,01/27/2020,"Drama, Romance, War",English,Dear John ,2010
 ,7.7,,series,01/27/2020,"Action, Crime, Thriller",English,Dirty Harry ,1971
 ,7.4,,series,01/27/2020,Drama,English,Driving Miss Daisy ,1989
 ,7.4,,series,01/27/2020,"Biography, Drama, History",English,Elizabeth ,1998
 ,6.8,,series,01/27/2020,"Biography, Drama, History, War",English,Elizabeth: The Golden Age ,2007
 ,6.4,,series,01/27/2020,"Action, Fantasy",English,Hancock ,2008
 ,7.5,,series,01/27/2020,"Comedy, Drama, Musical, Romance",Hindi,Hum Aapke Hain Koun ,1994
 ,7.1,,series,01/27/2020,"Animation, Action, Adventure, Fantasy",Japanese,Is It Wrong to Try to Pick Up Girls in a Dungeon? ,
 ,4.0,,series,01/27/2020,Western,English,Justice ,2017
 ,,,series,01/27/2020,Comedy,English,Love Jacked ,2016
 ,5.6,,series,01/27/2020,"Comedy, Sport",English,Major League II ,1994
 ,7.8,,series,01/27/2020,"Animation, Action, Adventure, Family, Fantasy, Romance",French,Miraculous: Tales of Ladybug & Cat Noir ,
 ,,,series,01/27/2020,Comedy,Dutch,Misfit 2 ,2019
 ,7.9,,series,01/27/2020,"Animation, Adventure, Comedy, Fantasy",Japanese,No Game No Life ,
 ,6.1,,series,01/27/2020,"Animation, Adventure, Comedy, Family, Fantasy",English,Open Season ,2006
 ,6.7,,series,01/27/2020,Comedy,English,Police Academy ,1984
 ,5.8,,series,01/27/2020,Comedy,English,Police Academy 2: Their First Assignment ,1985
 ,5.4,,series,01/27/2020,Comedy,English,Police Academy 3: Back in Training ,1986
 ,5.0,,series,01/27/2020,"Comedy, Crime",English,Police Academy 4: Citizens on Patrol ,1987
 ,4.6,,series,01/27/2020,"Comedy, Crime",English,Police Academy 5: Assignment: Miami Beach ,1988
 ,4.4,,series,01/27/2020,"Comedy, Crime",English,Police Academy 6: City Under Siege ,1989
 ,3.6,,series,01/27/2020,"Comedy, Crime",English,Police Academy 7: Mission to Moscow ,1994
